intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,0,162,12088,74.62,1837,-286.39
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,1,162,9120,56.3,1509,-153.81
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,2,162,7989,49.31,1464,-50.83
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,3,162,9025,55.71,1796,-155.78
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,4,162,12554,77.49,1874,-320.29
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,5,162,12315,76.02,1632,-160.32
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,6,162,9810,60.56,1622,-116.17
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,7,162,14773,91.19,1951,-492.81
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,8,162,12933,79.83,1631,-425.09
Toryská - Trieda SNP,0.3,PPO_seed8,0.2,9,162,8888,54.86,1306,-141.35
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,0,162,10326,63.74,1981,-111.24
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,1,162,6623,40.88,776,-37.36
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,2,162,14517,89.61,1913,-444.04
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,3,162,11039,68.14,1841,-274.35
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,4,162,9281,57.29,1870,-198.07
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,5,162,8648,53.38,1415,-183.5
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,6,162,10270,63.4,1978,-266.99
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,7,162,10784,66.57,1356,-224.95
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,8,162,6914,42.68,688,-27.71
Toryská - Trieda SNP,0.5,PPO_seed8,0.2,9,162,10402,64.21,1805,-159.31
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,0,162,12863,79.4,1840,-352.1
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,1,162,9088,56.1,1590,-63.92
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,2,162,9586,59.17,1653,-166.5
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,3,162,9659,59.62,1184,-119.17
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,4,162,7960,49.14,1579,-82.6
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,5,162,7075,43.67,760,-48.46
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,6,162,13777,85.04,1639,-509.73
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,7,162,10357,63.93,1649,-247.07
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,8,162,10367,63.99,1716,-199.1
Toryská - Trieda SNP,0.8,PPO_seed8,0.2,9,162,10324,63.73,1747,-222.51
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,0,495,25745,52.01,1893,-139.48
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,1,495,34751,70.2,1899,-268.94
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,2,495,36546,73.83,1827,-160.99
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,3,495,30522,61.66,1860,-331.73
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,4,495,36804,74.35,1929,-391.41
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,5,495,35350,71.41,1947,-464.96
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,6,495,35421,71.56,1750,-190.51
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,7,495,34364,69.42,1907,-183.25
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,8,495,31688,64.02,1695,-169.61
Toryská - Trieda SNP,0.3,PPO_seed8,0.6,9,495,34883,70.47,1837,-110.97
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,0,495,40414,81.64,1837,-277.26
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,1,495,32681,66.02,1967,-94.36
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,2,495,34964,70.63,1787,-213.96
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,3,495,35945,72.62,1989,-274.48
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,4,495,30452,61.52,1675,-196.86
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,5,495,40118,81.05,1942,-195.23
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,6,495,29517,59.63,1588,-259.32
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,7,495,38060,76.89,1856,-481.45
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,8,495,30969,62.56,1817,-198.28
Toryská - Trieda SNP,0.5,PPO_seed8,0.6,9,495,34317,69.33,1805,-167.98
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,0,495,29609,59.82,1811,-70.02
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,1,495,43985,88.86,1746,-276.0
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,2,495,28552,57.68,1853,-288.98
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,3,495,35562,71.84,1848,-375.21
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,4,495,44336,89.57,1944,-311.68
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,5,495,34222,69.14,1922,-121.59
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,6,495,33547,67.77,1921,-114.93
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,7,495,37710,76.18,1729,-199.51
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,8,495,32422,65.5,1963,-133.12
Toryská - Trieda SNP,0.8,PPO_seed8,0.6,9,495,35862,72.45,1817,-181.01
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,0,802,82558,102.94,1964,-75.83
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,1,815,65561,80.44,1719,-133.12
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,2,781,117858,150.91,1988,-429.11
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,3,815,65944,80.91,1948,-75.99
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,4,807,77365,95.87,1899,-121.84
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,5,816,73380,89.93,1943,-81.79
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,6,804,84368,104.94,1965,-68.48
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,7,813,72622,89.33,1928,-57.43
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,8,807,80407,99.64,1925,-198.44
Toryská - Trieda SNP,0.3,PPO_seed8,1.0,9,805,78825,97.92,1846,-164.96
Toryská - Trieda SNP,0.5,PPO_seed8,1.0,0,804,78604,97.77,1929,-97.64
