intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,0,162,7903,48.78,1844,-23.93
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,1,162,8273,51.07,1510,-11.13
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,2,162,5945,36.7,1465,-8.68
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,3,162,7164,44.22,1803,-24.19
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,4,162,7563,46.69,1874,-20.64
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,5,162,8506,52.51,1638,-13.55
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,6,162,8382,51.74,1631,-12.39
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,7,162,7063,43.6,1952,-4.62
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,8,162,8055,49.72,1634,-19.96
Toryská - Trieda SNP,0.3,PPO_seed6,0.2,9,162,7302,45.07,1306,-43.45
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,0,162,7622,47.05,1986,-12.06
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,1,162,5215,32.19,775,-13.47
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,2,162,9579,59.13,1915,-14.14
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,3,162,9171,56.61,1834,-40.46
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,4,162,7830,48.33,1873,-59.37
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,5,162,6699,41.35,1421,-23.3
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,6,162,8145,50.28,1980,-15.8
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,7,162,7253,44.77,1357,-33.89
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,8,162,4690,28.95,683,-3.38
Toryská - Trieda SNP,0.5,PPO_seed6,0.2,9,162,9199,56.78,1807,-36.67
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,0,162,8198,50.6,1841,-42.84
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,1,162,6676,41.21,1589,-15.95
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,2,162,7179,44.31,1658,-12.91
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,3,162,6376,39.36,1181,-38.26
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,4,162,6212,38.35,1584,-5.94
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,5,162,5387,33.25,760,5.42
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,6,162,5992,36.99,1640,2.0
Toryská - Trieda SNP,0.8,PPO_seed6,0.2,7,162,5986,36.95,1650,-22.99
