intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,0,162,9390,57.96,1837,-58.87
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,1,162,8796,54.3,1516,-22.5
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,2,162,7214,44.53,1468,2.18
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,3,162,7645,47.19,1801,-40.36
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,4,162,10236,63.19,1876,-143.44
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,5,162,9754,60.21,1636,-24.1
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,6,162,9986,61.64,1628,-59.23
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,7,162,10577,65.29,1952,-77.83
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,8,162,9987,61.65,1633,-85.19
Toryská - Trieda SNP,0.3,PPO_seed5,0.2,9,162,10340,63.83,1308,-62.51
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,0,162,8898,54.93,1985,-64.07
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,1,162,7500,46.3,775,-26.18
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,2,162,10249,63.27,1917,-89.24
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,3,162,9504,58.67,1834,-75.9
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,4,162,9184,56.69,1872,-43.08
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,5,162,9929,61.29,1424,-81.17
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,6,162,10380,64.07,1981,-46.53
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,7,162,8711,53.77,1363,-52.1
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,8,162,6317,38.99,692,-8.85
Toryská - Trieda SNP,0.5,PPO_seed5,0.2,9,162,9763,60.27,1816,-60.97
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,0,162,9418,58.14,1840,-92.75
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,1,162,12353,76.25,1589,-143.13
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,2,162,9039,55.8,1654,-72.47
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,3,162,9039,55.8,1191,-75.89
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,4,162,7933,48.97,1586,-43.37
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,5,162,8111,50.07,764,-13.31
Toryská - Trieda SNP,0.8,PPO_seed5,0.2,6,162,9301,57.41,1639,-76.31
