intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,0,189,8337,44.11,459,-324.51
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,1,189,7439,39.36,319,-267.47
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,2,189,7502,39.69,530,-270.61
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,3,189,8362,44.24,635,-331.18
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,4,189,8192,43.34,418,-309.94
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,5,189,7608,40.25,325,-281.1
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,6,189,7735,40.93,315,-291.55
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,7,189,7357,38.93,483,-273.04
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,8,189,7975,42.2,320,-306.33
Herlianska - Zelená Stráň,0.3,MaxPressure,0.2,9,189,7473,39.54,291,-267.26
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,0,189,6714,35.52,471,-227.95
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,1,189,7434,39.33,378,-287.57
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,2,189,8317,44.01,398,-315.71
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,3,189,8016,42.41,399,-315.98
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,4,189,8043,42.56,355,-304.34
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,5,189,6567,34.75,364,-219.27
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,6,189,6974,36.9,365,-240.2
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,7,189,7388,39.09,449,-272.44
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,8,189,7245,38.33,388,-261.98
Herlianska - Zelená Stráň,0.5,MaxPressure,0.2,9,189,8043,42.56,745,-301.63
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,0,189,7652,40.49,321,-289.65
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,1,189,6827,36.12,615,-229.81
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,2,189,9079,48.04,537,-360.77
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,3,189,8336,44.11,821,-338.66
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,4,189,6441,34.08,340,-224.48
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,5,189,7053,37.32,454,-256.45
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,6,189,7579,40.1,418,-287.29
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,7,189,8131,43.02,319,-300.48
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,8,189,8690,45.98,451,-351.12
Herlianska - Zelená Stráň,0.8,MaxPressure,0.2,9,189,8139,43.06,492,-308.09
