intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,MaxPressure,0.6,0,421,75970,180.45,1959,-1170.7
Toryská - Trieda SNP,0.3,MaxPressure,0.6,1,422,79517,188.43,1987,-1268.3
Toryská - Trieda SNP,0.3,MaxPressure,0.6,2,419,73986,176.58,1961,-1215.65
Toryská - Trieda SNP,0.3,MaxPressure,0.6,3,420,84532,201.27,1989,-1232.85
Toryská - Trieda SNP,0.3,MaxPressure,0.6,4,424,88983,209.87,1992,-1290.78
Toryská - Trieda SNP,0.3,MaxPressure,0.6,5,420,77046,183.44,1951,-1167.21
Toryská - Trieda SNP,0.3,MaxPressure,0.6,6,420,80177,190.9,1989,-1201.2
Toryská - Trieda SNP,0.3,MaxPressure,0.6,7,418,75346,180.25,1990,-1224.3
Toryská - Trieda SNP,0.3,MaxPressure,0.6,8,424,82047,193.51,1990,-1199.89
Toryská - Trieda SNP,0.3,MaxPressure,0.6,9,420,82267,195.87,1955,-1129.51
Toryská - Trieda SNP,0.5,MaxPressure,0.6,0,418,78942,188.86,1971,-1222.25
Toryská - Trieda SNP,0.5,MaxPressure,0.6,1,418,74132,177.35,1989,-1276.65
Toryská - Trieda SNP,0.5,MaxPressure,0.6,2,418,74276,177.69,1972,-1308.75
Toryská - Trieda SNP,0.5,MaxPressure,0.6,3,417,74823,179.43,1989,-1191.61
Toryská - Trieda SNP,0.5,MaxPressure,0.6,4,418,75936,181.67,1990,-1266.8
Toryská - Trieda SNP,0.5,MaxPressure,0.6,5,419,79230,189.09,1960,-1211.85
Toryská - Trieda SNP,0.5,MaxPressure,0.6,6,419,73427,175.24,1990,-1244.85
Toryská - Trieda SNP,0.5,MaxPressure,0.6,7,419,87332,208.43,1941,-1332.84
Toryská - Trieda SNP,0.5,MaxPressure,0.6,8,421,77106,183.15,2000,-1184.63
Toryská - Trieda SNP,0.5,MaxPressure,0.6,9,417,77800,186.57,1973,-1282.64
Toryská - Trieda SNP,0.8,MaxPressure,0.6,0,420,79176,188.51,1998,-1252.92
Toryská - Trieda SNP,0.8,MaxPressure,0.6,1,419,77118,184.05,1985,-1189.39
Toryská - Trieda SNP,0.8,MaxPressure,0.6,2,420,87738,208.9,1972,-1243.31
Toryská - Trieda SNP,0.8,MaxPressure,0.6,3,420,85891,204.5,1976,-1214.32
Toryská - Trieda SNP,0.8,MaxPressure,0.6,4,420,76586,182.35,1986,-1242.57
Toryská - Trieda SNP,0.8,MaxPressure,0.6,5,421,75743,179.91,1939,-1160.86
Toryská - Trieda SNP,0.8,MaxPressure,0.6,6,421,81222,192.93,1977,-1213.32
Toryská - Trieda SNP,0.8,MaxPressure,0.6,7,419,79862,190.6,1988,-1244.13
Toryská - Trieda SNP,0.8,MaxPressure,0.6,8,418,77236,184.78,1962,-1212.71
Toryská - Trieda SNP,0.8,MaxPressure,0.6,9,420,77000,183.33,1985,-1191.23
