intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Jantárova - Palackého,0.3,PPO_seed3,0.2,0,170,4645,27.32,216,4.55
Jantárova - Palackého,0.3,PPO_seed3,0.2,1,170,4579,26.94,135,4.67
Jantárova - Palackého,0.3,PPO_seed3,0.2,2,170,4639,27.29,179,3.92
Jantárova - Palackého,0.3,PPO_seed3,0.2,3,170,4418,25.99,200,2.75
Jantárova - Palackého,0.3,PPO_seed3,0.2,4,170,4824,28.38,198,5.66
Jantárova - Palackého,0.3,PPO_seed3,0.2,5,170,4945,29.09,184,5.78
Jantárova - Palackého,0.3,PPO_seed3,0.2,6,170,5513,32.43,213,3.32
Jantárova - Palackého,0.3,PPO_seed3,0.2,7,170,6271,36.89,319,2.97
Jantárova - Palackého,0.3,PPO_seed3,0.2,8,170,5126,30.15,172,1.87
Jantárova - Palackého,0.3,PPO_seed3,0.2,9,170,4591,27.01,168,6.96
Jantárova - Palackého,0.5,PPO_seed3,0.2,0,170,4911,28.89,214,4.51
Jantárova - Palackého,0.5,PPO_seed3,0.2,1,170,4883,28.72,195,8.25
Jantárova - Palackého,0.5,PPO_seed3,0.2,2,170,6151,36.18,232,-10.95
Jantárova - Palackého,0.5,PPO_seed3,0.2,3,170,4163,24.49,147,5.24
Jantárova - Palackého,0.5,PPO_seed3,0.2,4,170,6763,39.78,286,-73.2
Jantárova - Palackého,0.5,PPO_seed3,0.2,5,170,4897,28.81,244,7.37
Jantárova - Palackého,0.5,PPO_seed3,0.2,6,170,6268,36.87,235,1.19
Jantárova - Palackého,0.5,PPO_seed3,0.2,7,170,6523,38.37,297,-7.37
Jantárova - Palackého,0.5,PPO_seed3,0.2,8,170,4986,29.33,154,7.47
Jantárova - Palackého,0.5,PPO_seed3,0.2,9,170,4969,29.23,172,2.28
Jantárova - Palackého,0.8,PPO_seed3,0.2,0,170,5646,33.21,258,-1.33
Jantárova - Palackého,0.8,PPO_seed3,0.2,1,170,4638,27.28,165,-2.95
Jantárova - Palackého,0.8,PPO_seed3,0.2,2,170,5058,29.75,249,-5.6
Jantárova - Palackého,0.8,PPO_seed3,0.2,3,170,4806,28.27,225,4.76
Jantárova - Palackého,0.8,PPO_seed3,0.2,4,170,4277,25.16,129,-0.83
Jantárova - Palackého,0.8,PPO_seed3,0.2,5,170,5244,30.85,167,4.71
Jantárova - Palackého,0.8,PPO_seed3,0.2,6,170,5100,30.0,177,-1.79
Jantárova - Palackého,0.8,PPO_seed3,0.2,7,170,5288,31.11,207,5.09
Jantárova - Palackého,0.8,PPO_seed3,0.2,8,170,6370,37.47,258,-4.42
Jantárova - Palackého,0.8,PPO_seed3,0.2,9,170,5490,32.29,189,5.53
Jantárova - Palackého,0.3,PPO_seed3,0.6,0,536,24345,45.42,238,7.78
Jantárova - Palackého,0.3,PPO_seed3,0.6,1,536,19129,35.69,175,11.04
Jantárova - Palackého,0.3,PPO_seed3,0.6,2,536,23799,44.4,287,4.17
Jantárova - Palackého,0.3,PPO_seed3,0.6,3,536,20280,37.84,178,7.97
Jantárova - Palackého,0.3,PPO_seed3,0.6,4,536,24608,45.91,254,-5.08
Jantárova - Palackého,0.3,PPO_seed3,0.6,5,536,22789,42.52,253,-3.05
Jantárova - Palackého,0.3,PPO_seed3,0.6,6,536,20841,38.88,231,7.83
Jantárova - Palackého,0.3,PPO_seed3,0.6,7,536,23183,43.25,301,16.08
Jantárova - Palackého,0.3,PPO_seed3,0.6,8,536,23826,44.45,366,7.53
Jantárova - Palackého,0.3,PPO_seed3,0.6,9,536,22794,42.53,253,9.2
Jantárova - Palackého,0.5,PPO_seed3,0.6,0,536,20449,38.15,224,5.45
Jantárova - Palackého,0.5,PPO_seed3,0.6,1,536,18243,34.04,169,-4.51
Jantárova - Palackého,0.5,PPO_seed3,0.6,2,536,21026,39.23,215,12.86
Jantárova - Palackého,0.5,PPO_seed3,0.6,3,536,25030,46.7,355,11.82
Jantárova - Palackého,0.5,PPO_seed3,0.6,4,536,23403,43.66,231,4.74
Jantárova - Palackého,0.5,PPO_seed3,0.6,5,536,22726,42.4,226,10.44
Jantárova - Palackého,0.5,PPO_seed3,0.6,6,536,21447,40.01,233,8.58
Jantárova - Palackého,0.5,PPO_seed3,0.6,7,536,21407,39.94,251,18.01
Jantárova - Palackého,0.5,PPO_seed3,0.6,8,536,22614,42.19,277,-19.21
Jantárova - Palackého,0.5,PPO_seed3,0.6,9,536,24903,46.46,233,-71.34
Jantárova - Palackého,0.8,PPO_seed3,0.6,0,536,25731,48.01,381,-27.18
Jantárova - Palackého,0.8,PPO_seed3,0.6,1,536,21258,39.66,211,7.45
Jantárova - Palackého,0.8,PPO_seed3,0.6,2,536,23691,44.2,251,26.56
Jantárova - Palackého,0.8,PPO_seed3,0.6,3,536,22335,41.67,245,9.92
Jantárova - Palackého,0.8,PPO_seed3,0.6,4,536,27251,50.84,367,17.8
Jantárova - Palackého,0.8,PPO_seed3,0.6,5,536,21930,40.91,219,20.11
Jantárova - Palackého,0.8,PPO_seed3,0.6,6,536,20355,37.98,256,-6.63
Jantárova - Palackého,0.8,PPO_seed3,0.6,7,536,24058,44.88,315,2.05
