intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,0,189,2068,10.94,143,13.55
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,1,189,1603,8.48,87,34.85
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,2,189,1974,10.44,82,18.11
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,3,189,2261,11.96,223,4.82
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,4,189,2036,10.77,171,21.43
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,5,189,2245,11.88,247,-0.43
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,6,189,1875,9.92,87,30.24
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,7,189,2933,15.52,204,-35.68
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,8,189,1671,8.84,78,37.27
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.2,9,189,2122,11.23,223,1.0
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,0,189,1524,8.06,105,30.23
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,1,189,2500,13.23,245,-20.01
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,2,189,2336,12.36,172,9.63
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,3,189,2342,12.39,171,-1.34
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,4,189,2091,11.06,81,25.95
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,5,189,2143,11.34,268,12.59
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,6,189,1388,7.34,79,45.54
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,7,189,1963,10.39,136,-0.03
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,8,189,1925,10.19,86,29.76
Herlianska - Zelená Stráň,0.5,PPO_seed9,0.2,9,189,1721,9.11,82,18.87
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,0,189,1626,8.6,95,41.26
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,1,189,1450,7.67,74,55.02
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,2,189,2747,14.53,379,-41.5
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,3,189,2980,15.77,594,-61.19
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,4,189,2331,12.33,113,6.58
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,5,189,1535,8.12,100,44.94
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,6,189,2411,12.76,136,-8.11
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,7,189,1590,8.41,63,31.37
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,8,189,2065,10.93,124,6.0
Herlianska - Zelená Stráň,0.8,PPO_seed9,0.2,9,189,2763,14.62,359,-28.74
Herlianska - Zelená Stráň,0.3,PPO_seed9,0.6,0,587,8519,14.51,108,76.25
