intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Jantárova - Palackého,0.3,MaxPressure,0.2,0,170,7257,42.69,291,-235.69
Jantárova - Palackého,0.3,MaxPressure,0.2,1,170,8340,49.06,508,-275.48
Jantárova - Palackého,0.3,MaxPressure,0.2,2,170,7999,47.05,423,-263.18
Jantárova - Palackého,0.3,MaxPressure,0.2,3,170,7188,42.28,488,-238.26
Jantárova - Palackého,0.3,MaxPressure,0.2,4,170,7952,46.78,622,-269.61
Jantárova - Palackého,0.3,MaxPressure,0.2,5,170,7443,43.78,398,-252.16
Jantárova - Palackého,0.3,MaxPressure,0.2,6,170,7043,41.43,486,-228.4
Jantárova - Palackého,0.3,MaxPressure,0.2,7,170,7167,42.16,512,-245.74
Jantárova - Palackého,0.3,MaxPressure,0.2,8,170,7759,45.64,410,-275.45
Jantárova - Palackého,0.3,MaxPressure,0.2,9,170,8624,50.73,406,-290.67
Jantárova - Palackého,0.5,MaxPressure,0.2,0,170,7002,41.19,624,-225.51
Jantárova - Palackého,0.5,MaxPressure,0.2,1,170,8521,50.12,441,-297.52
Jantárova - Palackého,0.5,MaxPressure,0.2,2,170,7631,44.89,346,-238.28
Jantárova - Palackého,0.5,MaxPressure,0.2,3,170,6758,39.75,604,-212.92
Jantárova - Palackého,0.5,MaxPressure,0.2,4,170,8079,47.52,503,-277.77
Jantárova - Palackého,0.5,MaxPressure,0.2,5,170,7692,45.25,380,-247.8
Jantárova - Palackého,0.5,MaxPressure,0.2,6,170,8638,50.81,526,-303.81
Jantárova - Palackého,0.5,MaxPressure,0.2,7,170,7642,44.95,599,-247.62
Jantárova - Palackého,0.5,MaxPressure,0.2,8,170,8004,47.08,483,-265.09
Jantárova - Palackého,0.5,MaxPressure,0.2,9,170,7032,41.36,572,-225.66
Jantárova - Palackého,0.8,MaxPressure,0.2,0,170,6826,40.15,370,-217.81
Jantárova - Palackého,0.8,MaxPressure,0.2,1,170,7993,47.02,319,-277.54
Jantárova - Palackého,0.8,MaxPressure,0.2,2,170,7194,42.32,448,-239.69
Jantárova - Palackého,0.8,MaxPressure,0.2,3,170,8173,48.08,346,-272.83
Jantárova - Palackého,0.8,MaxPressure,0.2,4,170,9357,55.04,447,-339.09
Jantárova - Palackého,0.8,MaxPressure,0.2,5,170,7512,44.19,324,-243.29
Jantárova - Palackého,0.8,MaxPressure,0.2,6,170,8343,49.08,475,-291.01
Jantárova - Palackého,0.8,MaxPressure,0.2,7,170,7959,46.82,445,-274.76
Jantárova - Palackého,0.8,MaxPressure,0.2,8,170,6856,40.33,244,-211.1
Jantárova - Palackého,0.8,MaxPressure,0.2,9,170,7136,41.98,332,-234.8
