intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,0,189,2873,15.2,274,4.54
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,1,189,4248,22.48,318,6.01
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,2,189,6415,33.94,591,-28.63
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,3,189,5289,27.98,559,-42.96
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,4,189,2394,12.67,195,16.22
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,5,189,3036,16.06,307,11.59
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,6,189,3672,19.43,278,13.97
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,7,189,2480,13.12,126,12.67
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,8,189,1739,9.2,87,15.96
Herlianska - Zelená Stráň,0.3,PPO_seed8,0.2,9,182,33931,186.43,1711,-692.37
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,0,189,6601,34.93,639,-16.38
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,1,189,3109,16.45,273,13.01
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,2,189,3721,19.69,311,11.34
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,3,189,2449,12.96,241,-10.24
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,4,189,2430,12.86,217,1.7
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,5,189,20917,110.67,1305,-353.29
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,6,189,2486,13.15,400,-20.96
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,7,189,1446,7.65,64,18.2
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,8,189,7260,38.41,581,-59.65
Herlianska - Zelená Stráň,0.5,PPO_seed8,0.2,9,189,2711,14.34,251,15.29
