intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Jantárova - Palackého,0.3,MaxPressure,1.0,0,915,21056,23.01,140,-127.02
Jantárova - Palackého,0.3,MaxPressure,1.0,1,915,20061,21.92,200,-126.26
Jantárova - Palackého,0.3,MaxPressure,1.0,2,915,21633,23.64,208,-143.74
Jantárova - Palackého,0.3,MaxPressure,1.0,3,915,23384,25.56,197,-132.88
Jantárova - Palackého,0.3,MaxPressure,1.0,4,915,21606,23.61,214,-130.16
Jantárova - Palackého,0.3,MaxPressure,1.0,5,915,21893,23.93,272,-142.96
Jantárova - Palackého,0.3,MaxPressure,1.0,6,915,20425,22.32,205,-94.91
Jantárova - Palackého,0.3,MaxPressure,1.0,7,915,21103,23.06,192,-116.14
Jantárova - Palackého,0.3,MaxPressure,1.0,8,915,21112,23.07,257,-120.14
Jantárova - Palackého,0.3,MaxPressure,1.0,9,915,20440,22.34,122,-106.46
Jantárova - Palackého,0.5,MaxPressure,1.0,0,915,19780,21.62,115,-95.81
Jantárova - Palackého,0.5,MaxPressure,1.0,1,915,20627,22.54,124,-80.84
Jantárova - Palackého,0.5,MaxPressure,1.0,2,915,22178,24.24,147,-113.86
Jantárova - Palackého,0.5,MaxPressure,1.0,3,915,21556,23.56,132,-122.0
Jantárova - Palackého,0.5,MaxPressure,1.0,4,915,21324,23.3,225,-123.39
Jantárova - Palackého,0.5,MaxPressure,1.0,5,915,21459,23.45,203,-137.35
Jantárova - Palackého,0.5,MaxPressure,1.0,6,915,20665,22.58,203,-150.76
Jantárova - Palackého,0.5,MaxPressure,1.0,7,915,20236,22.12,106,-131.73
Jantárova - Palackého,0.5,MaxPressure,1.0,8,915,21683,23.7,214,-143.09
Jantárova - Palackého,0.5,MaxPressure,1.0,9,915,21820,23.85,152,-121.59
Jantárova - Palackého,0.8,MaxPressure,1.0,0,915,20218,22.1,244,-152.81
Jantárova - Palackého,0.8,MaxPressure,1.0,1,915,20033,21.89,103,-131.69
Jantárova - Palackého,0.8,MaxPressure,1.0,2,915,20558,22.47,134,-96.49
Jantárova - Palackého,0.8,MaxPressure,1.0,3,915,20500,22.4,133,-127.82
Jantárova - Palackého,0.8,MaxPressure,1.0,4,915,21522,23.52,120,-101.48
Jantárova - Palackého,0.8,MaxPressure,1.0,5,915,20808,22.74,115,-114.19
Jantárova - Palackého,0.8,MaxPressure,1.0,6,915,21053,23.01,320,-147.37
Jantárova - Palackého,0.8,MaxPressure,1.0,7,915,19674,21.5,115,-93.68
Jantárova - Palackého,0.8,MaxPressure,1.0,8,915,19953,21.81,103,-101.77
Jantárova - Palackého,0.8,MaxPressure,1.0,9,915,21242,23.22,112,-124.42
