intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,0,0,0,0,0,0.0
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,0,265,2968,11.2,121,-55.94
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,1,265,2986,11.27,122,-56.63
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,2,265,3232,12.2,120,-79.12
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,3,265,2465,9.3,59,-31.88
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,4,265,2316,8.74,54,-18.37
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,5,265,2457,9.27,47,-29.79
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,6,265,3058,11.54,124,-59.15
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,7,265,2630,9.92,47,-44.75
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,8,265,2464,9.3,63,-31.56
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.2,9,265,2452,9.25,62,-29.68
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,0,265,3026,11.42,121,-56.77
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,1,265,2497,9.42,62,-35.01
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,2,265,2712,10.23,55,-49.17
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,3,265,2734,10.32,52,-51.58
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,4,265,3129,11.81,124,-66.86
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,5,265,2579,9.73,49,-40.59
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,6,265,2658,10.03,45,-43.52
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,7,265,3010,11.36,123,-56.34
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,8,265,2649,10.0,49,-41.61
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.2,9,265,2478,9.35,47,-32.77
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,0,265,2790,10.53,120,-39.72
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,1,265,3184,12.02,123,-70.17
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,2,265,2553,9.63,44,-29.2
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,3,265,2806,10.59,49,-57.47
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,4,265,3073,11.6,124,-60.45
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,5,265,2957,11.16,118,-54.15
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,6,265,3059,11.54,123,-61.89
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,7,265,2653,10.01,47,-48.64
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,8,265,3035,11.45,125,-63.22
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.2,9,265,2963,11.18,120,-53.09
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,0,793,8674,10.94,63,-112.48
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,1,793,8377,10.56,63,-93.06
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,2,793,8057,10.16,59,-86.62
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,3,793,8961,11.3,63,-128.47
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,4,790,8673,10.98,61,-111.26
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,5,792,7890,9.96,59,-77.69
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,6,793,8389,10.58,61,-98.84
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,7,793,8980,11.32,62,-136.99
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,8,793,8167,10.3,65,-88.01
LuST - -3976 (Luxembourg),0.3,PPO_seed9,0.6,9,793,8230,10.38,59,-114.19
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,0,793,9027,11.38,60,-120.27
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,1,793,8163,10.29,68,-85.13
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,2,793,8671,10.93,54,-118.87
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,3,793,8517,10.74,65,-103.77
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,4,793,9094,11.47,58,-113.91
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,5,793,8313,10.48,57,-74.19
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,6,793,7611,9.6,49,-53.95
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,7,793,7615,9.6,58,-56.88
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,8,793,8107,10.22,62,-88.63
LuST - -3976 (Luxembourg),0.5,PPO_seed9,0.6,9,793,7607,9.59,59,-56.42
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,0,793,7815,9.85,76,-62.8
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,1,793,8562,10.8,57,-104.58
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,2,793,8853,11.16,60,-118.36
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,3,793,8478,10.69,57,-86.32
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,4,793,7760,9.79,66,-82.67
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,5,793,7879,9.94,59,-90.09
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,6,793,8198,10.34,60,-101.82
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,7,793,8013,10.1,59,-84.57
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,8,793,7895,9.96,47,-71.47
LuST - -3976 (Luxembourg),0.8,PPO_seed9,0.6,9,793,7392,9.32,60,-66.6
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,0,1243,25662,20.65,172,-358.64
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,1,1240,23282,18.78,150,-303.34
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,2,1221,27207,22.28,130,-443.17
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,3,1242,25148,20.25,150,-365.49
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,4,1244,27321,21.96,155,-440.67
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,5,1231,25805,20.96,199,-409.4
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,6,1243,26478,21.3,161,-466.99
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,7,1239,26746,21.59,156,-458.24
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,8,1239,25492,20.57,173,-397.08
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.0,9,1239,24528,19.8,123,-389.91
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,0,1235,26370,21.35,142,-417.28
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,1,1229,27006,21.97,170,-449.64
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,2,1238,25500,20.6,151,-375.42
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,3,1220,27864,22.84,129,-421.57
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,4,1234,25935,21.02,167,-421.68
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,5,1228,26158,21.3,130,-419.87
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,6,1245,24982,20.07,133,-319.57
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,7,1232,28370,23.03,147,-439.5
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,8,1231,27718,22.52,159,-448.13
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.0,9,1234,26606,21.56,128,-393.14
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,0,1232,27081,21.98,174,-382.87
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,1,1225,25303,20.66,132,-396.73
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,2,1238,26271,21.22,170,-405.03
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,3,1231,27040,21.97,129,-418.3
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,4,1245,25974,20.86,157,-383.35
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,5,1238,27225,21.99,151,-423.37
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,6,1228,26969,21.96,178,-425.97
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,7,1237,26928,21.77,171,-405.02
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,8,1228,26539,21.61,166,-450.38
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.0,9,1239,25656,20.71,169,-420.81
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,0,1501,34198,22.78,164,-346.14
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,1,1479,36333,24.57,140,-371.97
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,2,1489,33609,22.57,153,-315.65
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,3,1495,35284,23.6,177,-394.44
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,4,1490,35663,23.93,215,-421.2
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,5,1506,34681,23.03,166,-317.77
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,6,1484,35523,23.94,166,-392.26
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,7,1480,35402,23.92,154,-393.69
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,8,1490,35866,24.07,162,-366.72
LuST - -3976 (Luxembourg),0.3,PPO_seed9,1.4,9,1480,35672,24.1,180,-396.79
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,0,1472,35450,24.08,141,-411.09
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,1,1491,35981,24.13,134,-405.49
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,2,1480,35533,24.01,185,-392.74
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,3,1496,34538,23.09,167,-370.64
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,4,1497,34756,23.22,151,-359.46
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,5,1488,34651,23.29,151,-333.67
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,6,1504,34143,22.7,171,-356.12
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,7,1475,35568,24.11,192,-398.47
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,8,1494,35446,23.73,154,-333.1
LuST - -3976 (Luxembourg),0.5,PPO_seed9,1.4,9,1497,33757,22.55,169,-309.33
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,0,1481,34777,23.48,183,-400.0
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,1,1507,34152,22.66,187,-324.96
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,2,1496,34918,23.34,184,-331.37
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,3,1504,33976,22.59,175,-384.55
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,4,1488,34493,23.18,138,-344.91
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,5,1496,37046,24.76,172,-443.45
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,6,1481,35101,23.7,165,-381.75
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,7,1499,33600,22.41,166,-309.82
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,8,1477,36501,24.71,162,-380.91
LuST - -3976 (Luxembourg),0.8,PPO_seed9,1.4,9,1487,35253,23.71,177,-356.12
