intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,MaxPressure,1.0,0,693,103744,149.7,1969,-635.88
Toryská - Trieda SNP,0.3,MaxPressure,1.0,1,692,88507,127.9,1992,-494.66
Toryská - Trieda SNP,0.3,MaxPressure,1.0,2,690,86971,126.04,1988,-592.55
Toryská - Trieda SNP,0.3,MaxPressure,1.0,3,690,97148,140.79,1978,-634.27
Toryská - Trieda SNP,0.3,MaxPressure,1.0,4,693,104266,150.46,1978,-605.96
Toryská - Trieda SNP,0.3,MaxPressure,1.0,5,692,96492,139.44,1990,-595.44
Toryská - Trieda SNP,0.3,MaxPressure,1.0,6,691,97267,140.76,1989,-571.46
Toryská - Trieda SNP,0.3,MaxPressure,1.0,7,693,97395,140.54,1953,-632.58
Toryská - Trieda SNP,0.3,MaxPressure,1.0,8,691,78761,113.98,1969,-640.08
Toryská - Trieda SNP,0.3,MaxPressure,1.0,9,690,94508,136.97,1988,-527.55
Toryská - Trieda SNP,0.5,MaxPressure,1.0,0,692,95733,138.34,1968,-516.57
Toryská - Trieda SNP,0.5,MaxPressure,1.0,1,694,100112,144.25,1989,-487.68
Toryská - Trieda SNP,0.5,MaxPressure,1.0,2,692,88587,128.02,1989,-584.02
Toryská - Trieda SNP,0.5,MaxPressure,1.0,3,697,105751,151.72,1976,-661.71
Toryská - Trieda SNP,0.5,MaxPressure,1.0,4,694,101798,146.68,1987,-578.21
Toryská - Trieda SNP,0.5,MaxPressure,1.0,5,692,100635,145.43,1988,-550.2
Toryská - Trieda SNP,0.5,MaxPressure,1.0,6,693,108364,156.37,1992,-596.46
Toryská - Trieda SNP,0.5,MaxPressure,1.0,7,693,105869,152.77,1916,-576.31
Toryská - Trieda SNP,0.5,MaxPressure,1.0,8,693,102689,148.18,1992,-501.82
Toryská - Trieda SNP,0.5,MaxPressure,1.0,9,693,100859,145.54,1984,-554.15
Toryská - Trieda SNP,0.8,MaxPressure,1.0,0,692,104373,150.83,1988,-641.6
Toryská - Trieda SNP,0.8,MaxPressure,1.0,1,690,90826,131.63,1979,-583.73
Toryská - Trieda SNP,0.8,MaxPressure,1.0,2,688,76579,111.31,1990,-626.12
Toryská - Trieda SNP,0.8,MaxPressure,1.0,3,690,97370,141.12,1978,-594.35
Toryská - Trieda SNP,0.8,MaxPressure,1.0,4,693,108233,156.18,1990,-568.15
Toryská - Trieda SNP,0.8,MaxPressure,1.0,5,694,98090,141.34,1967,-524.81
Toryská - Trieda SNP,0.8,MaxPressure,1.0,6,693,95263,137.46,1993,-666.84
Toryská - Trieda SNP,0.8,MaxPressure,1.0,7,692,106202,153.47,1974,-564.3
Toryská - Trieda SNP,0.8,MaxPressure,1.0,8,694,101477,146.22,1963,-678.82
Toryská - Trieda SNP,0.8,MaxPressure,1.0,9,692,82819,119.68,1974,-548.23
