intersection,variance,agent,scale,run,vehicles_total,total_wait,avg_wait,max_wait,total_reward
Toryská - Trieda SNP,0.3,MaxPressure,1.4,0,933,128949,138.21,1988,-258.83
Toryská - Trieda SNP,0.3,MaxPressure,1.4,1,858,134968,157.31,1991,-311.76
Toryská - Trieda SNP,0.3,MaxPressure,1.4,2,952,115574,121.4,1985,-278.37
Toryská - Trieda SNP,0.3,MaxPressure,1.4,3,951,127047,133.59,1997,-292.34
Toryská - Trieda SNP,0.3,MaxPressure,1.4,4,863,132707,153.77,1986,-364.5
Toryská - Trieda SNP,0.3,MaxPressure,1.4,5,939,126348,134.56,1993,-306.0
Toryská - Trieda SNP,0.3,MaxPressure,1.4,6,930,123695,133.01,1996,-327.44
Toryská - Trieda SNP,0.3,MaxPressure,1.4,7,955,122181,127.94,1986,-303.44
Toryská - Trieda SNP,0.3,MaxPressure,1.4,8,948,127612,134.61,1972,-219.2
Toryská - Trieda SNP,0.3,MaxPressure,1.4,9,864,137708,159.38,1990,-319.14
Toryská - Trieda SNP,0.5,MaxPressure,1.4,0,952,121270,127.38,1989,-264.34
Toryská - Trieda SNP,0.5,MaxPressure,1.4,1,955,122368,128.13,1977,-345.4
Toryská - Trieda SNP,0.5,MaxPressure,1.4,2,880,130585,148.39,1994,-292.49
Toryská - Trieda SNP,0.5,MaxPressure,1.4,3,955,121442,127.16,1993,-232.51
Toryská - Trieda SNP,0.5,MaxPressure,1.4,4,955,120794,126.49,1981,-283.86
Toryská - Trieda SNP,0.5,MaxPressure,1.4,5,955,124732,130.61,1993,-261.59
Toryská - Trieda SNP,0.5,MaxPressure,1.4,6,939,122997,130.99,1993,-270.41
Toryská - Trieda SNP,0.5,MaxPressure,1.4,7,957,116860,122.11,1985,-339.79
Toryská - Trieda SNP,0.5,MaxPressure,1.4,8,930,135685,145.9,1987,-257.41
Toryská - Trieda SNP,0.5,MaxPressure,1.4,9,922,124284,134.8,1995,-340.56
Toryská - Trieda SNP,0.8,MaxPressure,1.4,0,955,125714,131.64,1985,-238.61
Toryská - Trieda SNP,0.8,MaxPressure,1.4,1,914,130243,142.5,1990,-314.57
Toryská - Trieda SNP,0.8,MaxPressure,1.4,2,955,128025,134.06,1991,-345.71
Toryská - Trieda SNP,0.8,MaxPressure,1.4,3,915,121940,133.27,2000,-319.32
Toryská - Trieda SNP,0.8,MaxPressure,1.4,4,924,128509,139.08,2000,-300.77
Toryská - Trieda SNP,0.8,MaxPressure,1.4,5,899,126509,140.72,1971,-345.48
Toryská - Trieda SNP,0.8,MaxPressure,1.4,6,891,132665,148.89,1992,-319.94
Toryská - Trieda SNP,0.8,MaxPressure,1.4,7,880,136877,155.54,1963,-324.84
Toryská - Trieda SNP,0.8,MaxPressure,1.4,8,954,124678,130.69,2000,-303.79
Toryská - Trieda SNP,0.8,MaxPressure,1.4,9,955,120192,125.86,1987,-259.0
